YEAR_x,TEAM_x,SEED_x,SCORE_x,gameID,TEAMORIGINAL_x,Closest Match_x,afterWin_winLoss_Win_percent_x_x,afterWin_winLoss_MOV_x_x,afterWin_winLoss_ATS_x_x,asUnderdog_winLoss_Win_percent_x_x,asUnderdog_winLoss_MOV_x_x,asUnderdog_winLoss_ATS_x_x,away_winLoss_Win_percent_x_x,away_winLoss_MOV_x_x,away_winLoss_ATS_x_x,neutralSite_winLoss_Win_percent_x_x,neutralSite_winLoss_MOV_x_x,neutralSite_winLoss_ATS_x_x,overallWinPercentage_Win_percent_x_x,overallWinPercentage_MOV_x_x,overallWinPercentage_ATS_x_x,Team Original_x_x,Team_x_x,afterLoss_winLoss_Win_percent_y_x,afterLoss_winLoss_MOV_y_x,afterLoss_winLoss_ATS_y_x,afterWin_winLoss_Win_percent_y_x,afterWin_winLoss_MOV_y_x,afterWin_winLoss_ATS_y_x,asUnderdog_winLoss_Win_percent_y_x,asUnderdog_winLoss_MOV_y_x,asUnderdog_winLoss_ATS_y_x,restAdvantage_winLoss_Win_percent_y_x,restAdvantage_winLoss_MOV_y_x,restAdvantage_winLoss_ATS_y_x,equalRest_winLoss_Win_percent_y_x,equalRest_winLoss_MOV_y_x,equalRest_winLoss_ATS_y_x,away_winLoss_Win_percent_y_x,away_winLoss_MOV_y_x,away_winLoss_ATS_y_x,home_winLoss_Win_percent_y_x,home_winLoss_MOV_y_x,home_winLoss_ATS_y_x,neutralSite_winLoss_Win_percent_y_x,neutralSite_winLoss_MOV_y_x,neutralSite_winLoss_ATS_y_x,overallWinPercentage_Win_percent_y_x,overallWinPercentage_MOV_y_x,overallWinPercentage_ATS_y_x,Team Original_y_x,TEAM_lower_x,Team_y_x,year_x,upperclassmen_x,SRS_x,SOS_x,Tm_x,Opp_x,MP_x,FG_x,FGA_x,FG%_x,3P_x,3PA_x,3P%_x,FT_x,FTA_x,FT%_x,ORB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,Year_x,YEAR_y,TEAM_y,SEED_y,SCORE_y,TEAMORIGINAL_y,Closest Match_y,afterWin_winLoss_Win_percent_x_y,afterWin_winLoss_MOV_x_y,afterWin_winLoss_ATS_x_y,asUnderdog_winLoss_Win_percent_x_y,asUnderdog_winLoss_MOV_x_y,asUnderdog_winLoss_ATS_x_y,away_winLoss_Win_percent_x_y,away_winLoss_MOV_x_y,away_winLoss_ATS_x_y,neutralSite_winLoss_Win_percent_x_y,neutralSite_winLoss_MOV_x_y,neutralSite_winLoss_ATS_x_y,overallWinPercentage_Win_percent_x_y,overallWinPercentage_MOV_x_y,overallWinPercentage_ATS_x_y,Team Original_x_y,Team_x_y,afterLoss_winLoss_Win_percent_y_y,afterLoss_winLoss_MOV_y_y,afterLoss_winLoss_ATS_y_y,afterWin_winLoss_Win_percent_y_y,afterWin_winLoss_MOV_y_y,afterWin_winLoss_ATS_y_y,asUnderdog_winLoss_Win_percent_y_y,asUnderdog_winLoss_MOV_y_y,asUnderdog_winLoss_ATS_y_y,restAdvantage_winLoss_Win_percent_y_y,restAdvantage_winLoss_MOV_y_y,restAdvantage_winLoss_ATS_y_y,equalRest_winLoss_Win_percent_y_y,equalRest_winLoss_MOV_y_y,equalRest_winLoss_ATS_y_y,away_winLoss_Win_percent_y_y,away_winLoss_MOV_y_y,away_winLoss_ATS_y_y,home_winLoss_Win_percent_y_y,home_winLoss_MOV_y_y,home_winLoss_ATS_y_y,neutralSite_winLoss_Win_percent_y_y,neutralSite_winLoss_MOV_y_y,neutralSite_winLoss_ATS_y_y,overallWinPercentage_Win_percent_y_y,overallWinPercentage_MOV_y_y,overallWinPercentage_ATS_y_y,Team Original_y_y,TEAM_lower_y,Team_y_y,year_y,upperclassmen_y,SRS_y,SOS_y,Tm_y,Opp_y,MP_y,FG_y,FGA_y,FG%_y,3P_y,3PA_y,3P%_y,FT_y,FTA_y,FT%_y,ORB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,Year_y,seedDiff,isUnderdog_x,isUnderdog_y
2012,Syracuse,1,64.0,755,Syracuse,syracuse,70.9%,6.9,-0.2,40.4%,-3.9,1.4,53.7%,0.0,0.4,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Wisconsin,4,63.0,Wisconsin,wisconsin,68.6%,7.0,0.7,38.1%,-3.2,1.7,50.2%,0.1,0.4,62.1%,3.6,+0.3,68.3%,7.0,0.6,Wisconsin,wisconsin,66.0%,5.4,0.4,68.6%,7.0,0.7,38.1%,-3.2,1.7,67.2%,7.3,0.4,68.3%,6.8,0.8,50.2%,0.1,0.4,83.3%,13.1,0.9,62.1%,3.6,+0.3,68.3%,7.0,0.6,Wisconsin,wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False
2012,Cincinnati,6,66.0,756,Cincinnati,cincinnati,70.2%,8.9,0.1,29.6%,-5.8,0.2,50.9%,0.6,-0.1,62.0%,4.2,-0.4,68.8%,8.0,0.2,Cincinnati,cincinnati,63.5%,5.1,0.6,70.2%,8.9,0.1,29.6%,-5.8,0.2,65.6%,7.2,-0.8,70.0%,8.3,0.6,50.9%,0.6,-0.1,81.9%,13.8,0.7,62.0%,4.2,-0.4,68.8%,8.0,0.2,Cincinnati,cincinnati,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Ohio St,2,81.0,Ohio St.,ohio st,69.5%,8.2,0.9,32.8%,-5.2,0.6,45.1%,-1.8,-0.2,63.3%,3.8,+1.2,67.3%,7.3,0.6,Ohio St,ohio st,59.5%,4.0,-0.1,69.5%,8.2,0.9,32.8%,-5.2,0.6,65.2%,6.8,0.2,66.8%,7.0,0.5,45.1%,-1.8,-0.2,81.5%,13.8,0.9,63.3%,3.8,+1.2,67.3%,7.3,0.6,Ohio St,ohio st,,,,,,,,,,,,,,,,,,,,,,,,,,4,False,True
2012,NCarolina,1,73.0,757,North Carolina,n carolina,73.2%,9.5,0.3,30.1%,-5.8,0.0,58.9%,3.0,0.0,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina,68.1%,8.2,1.4,73.2%,9.5,0.3,30.1%,-5.8,0.0,71.2%,9.3,0.3,71.5%,8.2,0.4,58.9%,3.0,0.0,83.3%,14.4,0.4,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,ncarolina,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Ohio,13,65.0,Ohio,ohio,53.7%,2.2,-0.5,30.9%,-6.4,-0.1,37.3%,-3.7,-0.9,51.0%,-0.6,0.0,57.4%,2.8,0.1,Ohio,ohio,60.6%,2.7,0.7,53.7%,2.2,-0.5,30.9%,-6.4,-0.1,63.7%,6.4,0.4,57.4%,2.0,0.3,37.3%,-3.7,-0.9,76.8%,9.3,1.1,51.0%,-0.6,0.0,57.4%,2.8,0.1,Ohio,ohio,,,,,,,,,,,,,,,,,,,,,,,,,,12,True,False
2012,NCarolina St,11,57.0,758,North Carolina St.,ball st,52.9%,1.8,-0.5,27.3%,-6.4,0.4,34.4%,-4.4,0.1,42.9%,-2.3,+0.1,49.9%,1.1,-0.4,Ball St,ball st,45.9%,-0.5,-0.7,52.9%,1.8,-0.5,27.3%,-6.4,0.4,59.7%,4.6,-0.7,47.4%,0.1,-0.4,34.4%,-4.4,0.1,65.0%,6.4,-1.0,42.9%,-2.3,+0.1,49.9%,1.1,-0.4,Ball St,ncarolina st,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Kansas,2,60.0,Kansas,kansas,79.6%,11.4,0.4,42.7%,-3.8,-0.2,65.6%,4.3,-0.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,85.2%,12.5,2.3,79.6%,11.4,0.4,42.7%,-3.8,-0.2,83.7%,13.8,0.7,77.1%,9.9,0.4,65.6%,4.3,-0.3,93.3%,18.0,1.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,,,,,,,,,,,,,,,,,,,,,,,,,,9,False,True
2012,Kentucky,1,82.0,759,Kentucky,kentucky,76.1%,10.0,0.4,40.0%,-2.4,2.0,60.6%,3.6,1.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,72.7%,9.3,0.6,76.1%,10.0,0.4,40.0%,-2.4,2.0,76.4%,10.3,-0.2,74.7%,9.4,0.5,60.6%,3.6,1.0,88.0%,15.7,0.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Baylor,3,70.0,Baylor,baylor,66.9%,7.3,0.8,27.8%,-7.1,0.7,38.4%,-4.8,0.0,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,False
2012,Louisville,4,72.0,760,Louisville,louisville,67.8%,8.8,0.4,23.4%,-7.1,-0.4,47.6%,0.6,0.8,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,56.2%,2.9,-0.2,67.8%,8.8,0.4,23.4%,-7.1,-0.4,70.7%,9.1,0.3,61.8%,6.5,0.9,47.6%,0.6,0.8,77.5%,12.1,0.1,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Florida,7,68.0,Florida,florida,68.7%,9.6,0.6,29.9%,-4.0,0.9,49.7%,1.4,0.0,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,66.8%,7.5,0.3,68.7%,9.6,0.6,29.9%,-4.0,0.9,68.8%,10.8,0.3,66.4%,7.4,0.0,49.7%,1.4,0.0,82.5%,15.9,0.7,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False
2012,Syracuse,1,70.0,761,Syracuse,syracuse,70.9%,6.9,-0.2,40.4%,-3.9,1.4,53.7%,0.0,0.4,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Ohio St,2,77.0,Ohio St.,ohio st,69.5%,8.2,0.9,32.8%,-5.2,0.6,45.1%,-1.8,-0.2,63.3%,3.8,+1.2,67.3%,7.3,0.6,Ohio St,ohio st,59.5%,4.0,-0.1,69.5%,8.2,0.9,32.8%,-5.2,0.6,65.2%,6.8,0.2,66.8%,7.0,0.5,45.1%,-1.8,-0.2,81.5%,13.8,0.9,63.3%,3.8,+1.2,67.3%,7.3,0.6,Ohio St,ohio st,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2012,NCarolina,1,67.0,762,North Carolina,n carolina,73.2%,9.5,0.3,30.1%,-5.8,0.0,58.9%,3.0,0.0,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina,68.1%,8.2,1.4,73.2%,9.5,0.3,30.1%,-5.8,0.0,71.2%,9.3,0.3,71.5%,8.2,0.4,58.9%,3.0,0.0,83.3%,14.4,0.4,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,ncarolina,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Kansas,2,80.0,Kansas,kansas,79.6%,11.4,0.4,42.7%,-3.8,-0.2,65.6%,4.3,-0.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,85.2%,12.5,2.3,79.6%,11.4,0.4,42.7%,-3.8,-0.2,83.7%,13.8,0.7,77.1%,9.9,0.4,65.6%,4.3,-0.3,93.3%,18.0,1.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2012,Kentucky,1,69.0,763,Kentucky,kentucky,76.1%,10.0,0.4,40.0%,-2.4,2.0,60.6%,3.6,1.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,72.7%,9.3,0.6,76.1%,10.0,0.4,40.0%,-2.4,2.0,76.4%,10.3,-0.2,74.7%,9.4,0.5,60.6%,3.6,1.0,88.0%,15.7,0.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Louisville,4,61.0,Louisville,louisville,67.8%,8.8,0.4,23.4%,-7.1,-0.4,47.6%,0.6,0.8,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,56.2%,2.9,-0.2,67.8%,8.8,0.4,23.4%,-7.1,-0.4,70.7%,9.1,0.3,61.8%,6.5,0.9,47.6%,0.6,0.8,77.5%,12.1,0.1,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False
2012,Ohio St,2,62.0,764,Ohio St.,ohio st,69.5%,8.2,0.9,32.8%,-5.2,0.6,45.1%,-1.8,-0.2,63.3%,3.8,+1.2,67.3%,7.3,0.6,Ohio St,ohio st,59.5%,4.0,-0.1,69.5%,8.2,0.9,32.8%,-5.2,0.6,65.2%,6.8,0.2,66.8%,7.0,0.5,45.1%,-1.8,-0.2,81.5%,13.8,0.9,63.3%,3.8,+1.2,67.3%,7.3,0.6,Ohio St,ohio st,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Kansas,2,64.0,Kansas,kansas,79.6%,11.4,0.4,42.7%,-3.8,-0.2,65.6%,4.3,-0.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,85.2%,12.5,2.3,79.6%,11.4,0.4,42.7%,-3.8,-0.2,83.7%,13.8,0.7,77.1%,9.9,0.4,65.6%,4.3,-0.3,93.3%,18.0,1.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False
2012,Kentucky,1,67.0,765,Kentucky,kentucky,76.1%,10.0,0.4,40.0%,-2.4,2.0,60.6%,3.6,1.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,72.7%,9.3,0.6,76.1%,10.0,0.4,40.0%,-2.4,2.0,76.4%,10.3,-0.2,74.7%,9.4,0.5,60.6%,3.6,1.0,88.0%,15.7,0.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Kansas,2,59.0,Kansas,kansas,79.6%,11.4,0.4,42.7%,-3.8,-0.2,65.6%,4.3,-0.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,85.2%,12.5,2.3,79.6%,11.4,0.4,42.7%,-3.8,-0.2,83.7%,13.8,0.7,77.1%,9.9,0.4,65.6%,4.3,-0.3,93.3%,18.0,1.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2011,Ohio St,1,75.0,766,Ohio St.,ohio st,69.5%,8.2,0.9,32.8%,-5.2,0.6,45.1%,-1.8,-0.2,63.3%,3.8,+1.2,67.3%,7.3,0.6,Ohio St,ohio st,59.5%,4.0,-0.1,69.5%,8.2,0.9,32.8%,-5.2,0.6,65.2%,6.8,0.2,66.8%,7.0,0.5,45.1%,-1.8,-0.2,81.5%,13.8,0.9,63.3%,3.8,+1.2,67.3%,7.3,0.6,Ohio St,ohio st,,,,,,,,,,,,,,,,,,,,,,,,,,2011,UTSA,16,46.0,UTSA,utsa,46.8%,-0.6,-0.6,26.3%,-8.5,1.0,31.4%,-7.1,-1.0,42.9%,-2.7,+0.7,46.2%,-0.9,0.2,UTSA,utsa,44.3%,-1.8,0.8,46.8%,-0.6,-0.6,26.3%,-8.5,1.0,55.6%,4.5,-0.1,45.2%,-2.0,0.8,31.4%,-7.1,-1.0,61.1%,5.3,1.3,42.9%,-2.7,+0.7,46.2%,-0.9,0.2,UTSA,utsa,,,,,,,,,,,,,,,,,,,,,,,,,,15,True,False
2011,George Mason,8,61.0,767,George Mason,geo mason,56.7%,2.5,0.1,32.4%,-5.6,0.8,42.6%,-1.6,0.9,49.6%,-0.8,-1.0,57.4%,2.4,0.4,Geo Mason,geo mason,57.6%,2.3,0.8,56.7%,2.5,0.1,32.4%,-5.6,0.8,62.2%,3.0,0.3,56.7%,2.5,0.4,42.6%,-1.6,0.9,72.7%,7.0,0.3,49.6%,-0.8,-1.0,57.4%,2.4,0.4,Geo Mason,george mason,,,,,,,,,,,,,,,,,,,,,,,,,,2011,Villanova,9,57.0,Villanova,villanova,70.7%,7.5,0.9,32.5%,-3.8,1.4,53.3%,1.4,0.0,68.7%,6.8,+1.3,68.8%,7.0,0.6,Villanova,villanova,61.5%,4.3,-0.2,70.7%,7.5,0.9,32.5%,-3.8,1.4,69.1%,7.3,-0.4,69.3%,7.2,1.0,53.3%,1.4,0.0,80.9%,11.4,0.6,68.7%,6.8,+1.3,68.8%,7.0,0.6,Villanova,villanova,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2011,WVirginia,5,84.0,768,West Virginia,w virginia,60.9%,5.6,0.1,27.6%,-6.6,-0.5,38.4%,-3.8,-1.1,59.9%,3.5,+0.3,59.6%,4.5,0.1,W Virginia,w virginia,55.2%,1.7,0.0,60.9%,5.6,0.1,27.6%,-6.6,-0.5,67.1%,7.6,0.0,58.4%,3.9,0.4,38.4%,-3.8,-1.1,74.2%,10.6,0.9,59.9%,3.5,+0.3,59.6%,4.5,0.1,W Virginia,wvirginia,,,,,,,,,,,,,,,,,,,,,,,,,,2011,Clemson,12,76.0,Clemson,clemson,59.4%,5.0,0.6,26.0%,-6.6,0.4,34.0%,-3.9,-0.5,51.2%,3.6,+0.4,56.8%,4.0,0.3,Clemson,clemson,49.9%,1.0,-0.3,59.4%,5.0,0.6,26.0%,-6.6,0.4,56.4%,3.8,0.8,56.2%,3.8,-0.1,34.0%,-3.9,-0.5,73.0%,9.3,0.8,51.2%,3.6,+0.4,56.8%,4.0,0.3,Clemson,clemson,,,,,,,,,,,,,,,,,,,,,,,,,,7,True,False
2011,Kentucky,4,59.0,769,Kentucky,kentucky,76.1%,10.0,0.4,40.0%,-2.4,2.0,60.6%,3.6,1.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,72.7%,9.3,0.6,76.1%,10.0,0.4,40.0%,-2.4,2.0,76.4%,10.3,-0.2,74.7%,9.4,0.5,60.6%,3.6,1.0,88.0%,15.7,0.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,2011,Princeton,13,57.0,Princeton,princeton,68.9%,6.6,1.1,29.0%,-6.0,1.2,52.4%,0.6,0.9,48.6%,-0.8,-0.3,62.5%,4.6,0.3,Princeton,princeton,51.7%,1.5,-0.5,68.9%,6.6,1.1,29.0%,-6.0,1.2,61.9%,6.8,0.1,63.4%,4.1,0.3,52.4%,0.6,0.9,76.3%,10.1,-0.2,48.6%,-0.8,-0.3,62.5%,4.6,0.3,Princeton,princeton,,,,,,,,,,,,,,,,,,,,,,,,,,9,True,False
2011,Xavier,6,55.0,770,Xavier,xavier,67.9%,6.8,0.8,38.5%,-2.8,1.7,50.8%,1.1,0.1,57.4%,2.4,+0.2,68.6%,7.1,0.6,Xavier,xavier,66.8%,6.0,0.0,67.9%,6.8,0.8,38.5%,-2.8,1.7,73.2%,7.9,0.5,66.7%,6.8,0.6,50.8%,1.1,0.1,84.8%,12.9,1.2,57.4%,2.4,+0.2,68.6%,7.1,0.6,Xavier,xavier,,,,,,,,,,,,,,,,,,,,,,,,,,2011,Marquette,11,66.0,Marquette,marquette,62.5%,5.4,0.6,34.9%,-4.9,0.8,44.3%,-1.9,0.8,56.5%,1.5,+0.5,64.2%,5.5,0.4,Marquette,marquette,64.7%,4.4,0.0,62.5%,5.4,0.6,34.9%,-4.9,0.8,65.6%,6.1,0.2,65.9%,5.6,1.2,44.3%,-1.9,0.8,78.8%,11.2,0.2,56.5%,1.5,+0.5,64.2%,5.5,0.4,Marquette,marquette,,,,,,,,,,,,,,,,,,,,,,,,,,5,True,False
2011,Syracuse,3,77.0,771,Syracuse,syracuse,70.9%,6.9,-0.2,40.4%,-3.9,1.4,53.7%,0.0,0.4,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,,,,,,,,,,,,,,,,,,,,,,,,,,2011,Indiana St,14,60.0,Indiana St.,indiana st,54.5%,1.3,1.0,29.3%,-6.7,0.4,32.0%,-5.3,-0.2,47.2%,-2.0,-0.8,50.2%,0.0,0.2,Indiana St,indiana st,44.9%,-1.8,-0.5,54.5%,1.3,1.0,29.3%,-6.7,0.4,51.8%,1.8,0.1,47.8%,-0.6,0.1,32.0%,-5.3,-0.2,67.8%,5.4,1.0,47.2%,-2.0,-0.8,50.2%,0.0,0.2,Indiana St,indiana st,,,,,,,,,,,,,,,,,,,,,,,,,,11,True,False
2011,Washington,7,68.0,772,Washington,washington,60.3%,3.9,0.0,27.2%,-7.7,-0.5,35.7%,-4.5,-0.3,48.7%,-0.1,+0.9,55.9%,2.3,0.0,Washington,washington,48.3%,-0.6,0.0,60.3%,3.9,0.0,27.2%,-7.7,-0.5,61.1%,4.3,-0.1,52.7%,0.7,-0.1,35.7%,-4.5,-0.3,71.8%,7.6,-0.1,48.7%,-0.1,+0.9,55.9%,2.3,0.0,Washington,washington,,,,,,,,,,,,,,,,,,,,,,,,,,2011,Georgia,10,65.0,Georgia,georgia,55.5%,1.3,0.0,26.3%,-7.0,0.5,29.2%,-6.7,0.2,40.4%,-2.5,+0.1,50.7%,0.2,0.1,Georgia,georgia,44.5%,-1.7,0.2,55.5%,1.3,0.0,26.3%,-7.0,0.5,54.6%,1.2,-0.1,47.2%,-0.8,0.3,29.2%,-6.7,0.2,67.9%,5.5,0.0,40.4%,-2.5,+0.1,50.7%,0.2,0.1,Georgia,georgia,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False
2011,NCarolina,2,102.0,773,North Carolina,n carolina,73.2%,9.5,0.3,30.1%,-5.8,0.0,58.9%,3.0,0.0,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina,68.1%,8.2,1.4,73.2%,9.5,0.3,30.1%,-5.8,0.0,71.2%,9.3,0.3,71.5%,8.2,0.4,58.9%,3.0,0.0,83.3%,14.4,0.4,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,ncarolina,,,,,,,,,,,,,,,,,,,,,,,,,,2011,LIU Brooklyn,15,87.0,LIU Brooklyn,liu,40.0%,-2.0,-0.3,14.6%,-12.3,-0.9,19.5%,-11.8,-1.9,33.3%,-4.5,+6.7,35.7%,-4.9,-0.7,LIU,liu,34.5%,-5.6,-0.8,40.0%,-2.0,-0.3,14.6%,-12.3,-0.9,33.3%,-4.1,-1.4,38.1%,-5.1,-1.4,19.5%,-11.8,-1.9,57.9%,4.4,0.3,33.3%,-4.5,+6.7,35.7%,-4.9,-0.7,LIU,liu brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,13,True,False
2011,Duke,1,87.0,774,Duke,duke,81.5%,13.5,0.3,43.3%,-1.1,2.9,66.3%,7.2,0.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,78.9%,13.0,0.8,81.5%,13.5,0.3,43.3%,-1.1,2.9,82.5%,14.4,0.3,81.7%,13.4,1.0,66.3%,7.2,0.2,91.7%,20.3,1.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,,,,,,,,,,,,,,,,,,,,,,,,,,2011,Hampton,16,45.0,Hampton,hampton,56.6%,1.5,0.6,27.8%,-8.6,0.2,39.7%,-3.8,0.1,49.5%,-0.4,+0.8,50.8%,0.2,0.3,Hampton,hampton,45.0%,-1.3,0.3,56.6%,1.5,0.6,27.8%,-8.6,0.2,56.6%,3.2,-0.1,52.6%,0.3,0.3,39.7%,-3.8,0.1,64.5%,5.2,0.2,49.5%,-0.4,+0.8,50.8%,0.2,0.3,Hampton,hampton,,,,,,,,,,,,,,,,,,,,,,,,,,15,True,False
2011,Michigan,8,75.0,775,Michigan,michigan,60.7%,4.2,0.4,30.8%,-6.2,0.6,36.1%,-5.0,-0.7,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,55.3%,2.0,0.6,60.7%,4.2,0.4,30.8%,-6.2,0.6,61.0%,4.0,-0.2,59.4%,4.1,1.2,36.1%,-5.0,-0.7,74.7%,9.6,0.4,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,,,,,,,,,,,,,,,,,,,,,,,,,,2011,Tennessee,9,45.0,Tennessee,tennessee,63.9%,6.2,0.4,37.2%,-3.7,1.9,45.9%,-1.0,0.1,55.0%,2.0,-1.2,64.8%,6.1,0.4,Tennessee,tennessee,64.5%,4.7,0.4,63.9%,6.2,0.4,37.2%,-3.7,1.9,68.0%,8.1,0.1,62.7%,4.7,0.5,45.9%,-1.0,0.1,80.7%,12.2,1.2,55.0%,2.0,-1.2,64.8%,6.1,0.4,Tennessee,tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2011,Arizona,5,77.0,776,Arizona,arizona,74.2%,9.4,0.2,41.3%,-3.1,1.3,59.3%,3.8,0.6,66.9%,5.3,-0.2,73.9%,9.5,0.5,Arizona,arizona,70.1%,8.0,1.3,74.2%,9.4,0.2,41.3%,-3.1,1.3,74.7%,11.4,0.5,71.8%,8.4,0.3,59.3%,3.8,0.6,86.8%,15.2,0.8,66.9%,5.3,-0.2,73.9%,9.5,0.5,Arizona,arizona,,,,,,,,,,,,,,,,,,,,,,,,,,2011,Memphis,12,75.0,Memphis,memphis,70.5%,7.9,0.7,33.2%,-4.4,1.2,54.4%,1.5,0.8,55.6%,1.8,-0.7,70.0%,7.8,0.7,Memphis,memphis,67.5%,6.4,0.2,70.5%,7.9,0.7,33.2%,-4.4,1.2,68.6%,6.7,-0.9,70.5%,8.4,1.6,54.4%,1.5,0.8,83.6%,13.4,1.1,55.6%,1.8,-0.7,70.0%,7.8,0.7,Memphis,memphis,,,,,,,,,,,,,,,,,,,,,,,,,,7,True,False
